"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","E","F","G","R","S","M","species","year"
"187",1427810000,105738000,0.114,1415690000,105122000,0.115014,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",1999
"188",1427740000,105737000,0.114,1415210000,105112000,0.115048,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2000
"189",1427680000,105735000,0.114,1414740000,105101000,0.115081,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2001
"190",1427620000,105734000,0.114,1414280000,105090000,0.115114,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2002
"191",1427580000,105733000,0.114,1413820000,105080000,0.115147,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2003
"192",1427530000,105732000,0.114,1413370000,105067000,0.115181,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2004
"193",1427500000,105731000,0.114,1412930000,105061000,0.115214,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2005
"194",1427460000,105730000,0.114,1412480000,105048000,0.115247,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2006
"195",1427440000,105730000,0.114,1412040000,105040000,0.115281,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2007
"196",1427410000,105729000,0.114,1411610000,105028000,0.115314,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2008
"197",1427390000,105729000,0.114,1411180000,105018000,0.115348,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2009
"198",1427370000,105728000,0.114,1410740000,105009000,0.115381,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2010
"199",1427350000,105728000,0.114,1410320000,104998000,0.115415,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2011
"200",1427330000,105728000,0.114,1409890000,104989000,0.115448,"D0-E100-F0-G0-R0-S0-M0-cod",2,"D0","E100","F0","G0","R0","S0","M0","cod",2012
